scorer,,,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation
individuals,,,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2
bodyparts,,,topleft,topleft,rightdown,rightdown,nose,nose,leftear,leftear,rightear,rightear,leftHip,leftHip,rightHip,rightHip,tailBase,tailBase,tailEnd,tailEnd,topleft,topleft,rightdown,rightdown,nose,nose,leftear,leftear,rightear,rightear,leftHip,leftHip,rightHip,rightHip,tailBase,tailBase,tailEnd,tailEnd
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,0054,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_130.png,,,,,,,199.66033172080162,120.63614374568073,228.4536973047685,129.92432619212167,187.58569454042848,231.16551485832758,221.95196959225981,229.30787836903937,231.24015203870076,260.8876986869385,316.69143054595713,285.96579129232896,171.7957843814789,97.41568762957849,325.0507947477539,290.60988251554943,182.941603317208,109.49032480995163,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_133.png,155.3534387041995,197.05051923453732,311.1190973809678,317.79194696623347,,,,,232.77542289856956,220.09277643524268,170.10048331265097,251.43024622820195,231.85373261054133,250.50855594017378,202.35964339363846,271.7074325648227,301.90219450068565,313.1834955260924,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_567.png,278.8599372999803,180.46009405002945,395.9146038795636,258.8037685324277,284.39007902814956,226.54460845144018,297.29374306054456,196.1288289465091,318.4926196851935,205.34573182679122,,,371.02896610280175,221.0144667232709,394.99291359153534,215.4843249951016,,,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_620.png,227.24528117040023,87.36937495917971,290.84191104434706,216.40601528312982,,,232.77542289856956,90.1344458232644,256.73937038730315,88.29106524720794,235.5404937626542,139.905721376788,265.9562732675853,140.82741166481617,257.6610606753313,156.49614656129586,278.8599372999803,214.56263470707336,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_677.png,230.9320423225131,74.46571092678471,293.60698190843175,185.99023577819872,233.69711318659773,103.0381098556594,245.67908693096456,82.76092351903867,256.73937038730315,80.91754294298221,258.58275096335956,117.7851544641108,285.3117693161778,111.3333224479133,279.7816275880085,138.06234080073153,289.9202207563189,174.00826203383195,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_906.png,155.3534387041995,169.39981059369086,247.52246750702096,343.59927503102347,,,198.6728822415256,185.99023577819872,228.16697145842846,197.05051923453732,171.02217360067914,256.9603879563713,226.32359088237206,267.09898112468164,193.14274051335633,291.98461890144347,208.81147540983596,338.9908235908824,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_934.png,152.58836784011487,184.14685520214232,265.9562732675853,286.45447717327414,253.0526092351903,264.333910260597,239.22725491476706,222.85784729932732,271.48641499575456,221.0144667232709,,,185.7692182091306,245.90010450003268,156.27512899222774,242.21334334791982,,,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_1109.png,159.96189014434054,207.18911240284768,241.9923257788517,339.9125138789106,208.81147540983596,336.22575272679774,179.3173861929331,267.09898112468164,227.24528117040023,265.2556005486252,238.30556462673883,280.00264515707664,168.2571027365945,277.237574292992,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_275.png,403.28812618378925,201.65897067467836,536.9332179478805,281.84602573313305,423.56531252041003,255.11700738031482,442.92080856900253,221.0144667232709,404.2098164718175,220.09277643524268,464.1196851936515,250.50855594017378,,,467.8064463457643,240.3699627718634,524.9512442035136,269.8640519887663,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_294.png,536.9332179478805,46.815002285938306,597.7647769577426,323.32208869440274,580.2526614852065,51.423453726079345,590.391254653517,72.6223303507283,551.6802625563319,68.01387891058721,594.999706093658,237.60489190777878,554.4453334204165,235.76151133172232,551.6802625563319,248.66517536411732,488.08363268238503,272.6291228528509,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_520.png,149.82329697603024,206.26742211481945,312.96247795702425,282.7677160211613,,,151.66667755208664,223.77953758735555,,,180.23907648096133,238.52658219580695,211.5765462739206,238.52658219580695,218.0283782901181,248.66517536411732,300.9805042126574,276.3158840049638,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_538.png,144.29315524786097,203.50235125073482,312.040787668996,271.7074325648227,304.6672653647703,249.58686565214555,289.9202207563189,217.32770557115805,300.05881392462925,227.4662987394684,,,237.3838743387106,246.8217947880609,206.96809483377956,239.44827248383518,147.0582261119456,251.43024622820195,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_592.png,50.28074586898303,54.18852459016398,182.08245705701773,324.24377898243097,52.124126445039465,59.718666318333305,100.97371171053489,61.56204689438971,93.60018940630913,74.46571092678477,92.67849911828093,234.8398210436941,,,103.73878257461949,256.03869766834305,177.47400561687664,280.9243354451048,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_629.png,0.5094703154594526,19.164293645091846,82.53990594997056,249.58686565214555,2.352850891515871,81.83923323101044,6.039612043628736,35.75471882959971,,,83.46159623799876,79.0741623669258,,,88.99173796616806,113.17670302396976,70.55793220560376,242.21334334791982,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_791.png,206.96809483377956,201.65897067467836,453.98109202534107,298.43645091764097,451.2160211612565,284.61109659721774,430.93883482463576,233.9181307556659,417.11348050421253,247.74348507608914,,,340.61318659787065,248.66517536411732,319.41430997322175,242.21334334791982,212.49823656194883,271.7074325648227,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_120.png,442.92080856900253,185.0685454901705,565.5056168767551,322.4003984063745,444.7641891450589,318.7136372542617,472.41489778590534,320.5570178303181,462.27630461759503,293.8279994774999,527.7163150675983,308.5750440859513,515.7343413232315,277.237574292992,545.2284305401344,288.29785774933055,550.7585722683037,192.44206779439622,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_127.png,385.7760107112532,219.17108614721445,555.3670237084448,338.9908235908824,384.854320423225,344.5209653190517,428.17376396055107,326.0871595584874,404.2098164718175,304.88828293383847,472.41489778590534,324.24377898243097,466.88475605773607,298.43645091764097,497.3005355626672,307.65335379792305,556.288713996473,223.77953758735555,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_214.png,178.39569590490487,115.9417738880544,304.6672653647703,185.99023577819872,187.612598785187,162.94797857749336,194.98612108941273,149.12262425707013,188.53428907321523,131.61050878453403,244.75739664293633,157.4178368493241,,,276.09486643589565,147.27924368101372,257.6610606753313,121.47191561622367,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_238.png,281.6250081640649,150.04431454509836,417.11348050421253,333.4606818627131,402.3664358957611,330.69561099862847,410.66164848801503,294.74968976552805,384.854320423225,300.2798314936974,388.54108157533784,237.60489190777878,356.28192149435034,254.19531709228664,344.2999477499835,218.24939585918622,285.3117693161778,158.33952713735226,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_244.png,298.2154333485728,205.34573182679122,493.6137744105543,346.3643458951081,489.00532297041326,336.22575272679774,476.10165893801826,298.43645091764097,450.29433087322826,325.16546927045914,425.4086930964664,280.00264515707664,405.1315067598457,311.34011495003597,379.3241786950557,279.0809548690484,302.8238847887139,210.87587355496055,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_446.png,147.97991639997383,195.20713865848086,284.39007902814956,317.79194696623347,,,160.88358043236877,274.4725034289074,173.78724446476383,251.43024622820195,200.516262817582,302.1232120697538,215.26330742603346,270.7857422767945,251.20922865913383,293.8279994774999,268.7213441316699,204.424041538763,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_487.png,35.5337012605316,115.02008360002617,234.61880347462596,273.55081314087914,,,52.124126445039465,140.82741166481617,81.61821566194236,124.2369864803083,107.42554372673236,228.3879890274966,145.21484553588914,206.26742211481945,147.97991639997383,229.30967931552482,227.24528117040023,263.4122199725688,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_592.png,287.1551498922342,167.55643001763445,429.0954542485793,317.79194696623347,291.7636013323753,300.2798314936974,316.6492391091371,307.65335379792305,309.2757168049114,281.84602573313305,406.05319704787394,294.74968976552805,394.99291359153534,268.0206714127098,423.56531252041003,268.0206714127098,406.9748873359021,172.1648814577755,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_612.png,114.79906603095809,213.64094441904518,336.9264254457578,320.5570178303181,119.40751747109915,311.34011495003597,159.9618901443406,293.8279994774999,135.997942655607,267.09898112468164,223.55852001828742,291.98461890144347,,,242.91401606687992,270.7857422767945,339.6914963098425,232.07475017960945,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_626.png,28.1601789563059,225.62291816341195,247.52246750702096,327.9305401345438,46.593984716870196,296.5930703415845,57.65426817320876,283.6894063091895,41.0638429887009,246.8217947880609,143.37146495983274,298.43645091764097,,,156.27512899222774,278.15926458102024,234.61880347462596,229.30967931552482,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_662.png,9.726373195741601,208.11080269087586,171.02217360067914,354.659558487362,94.52187969433736,354.659558487362,66.8711710534909,327.9305401345438,43.82891385278553,338.0691333028542,98.20864084645022,241.2916530598916,,,112.03399516687342,221.9361570112991,183.00414734504596,232.99644046763768,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_686.png,17.099895499967317,196.1288289465091,168.2571027365945,291.06292861341524,38.298772124616264,271.7074325648227,49.35905558095483,256.9603879563713,30.925249820390533,223.77953758735555,105.58216315067592,255.11700738031482,,,126.78103977532486,238.52658219580695,163.64865129645347,244.05672392397628,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_900.png,396.83629416759175,280.00264515707664,549.8368819802755,333.46068186271316,408.81826791195857,311.34011495003597,450.29433087322826,318.7136372542617,444.7641891450589,288.29785774933055,472.41489778590534,330.69561099862847,473.33658807393357,296.5930703415845,495.45715498661076,313.1834955260924,547.993501404219,281.84602573313305,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_927.png,397.75798445562,278.15926458102024,555.3670237084448,333.4606818627131,396.83629416759175,318.7136372542617,440.15573770491784,319.6353275422899,427.25207367252284,285.53278688524597,473.33658807393357,323.32208869440274,469.64982692182076,291.06292861341524,488.08363268238503,312.2618052380642,548.9151916922473,285.53278688524597,,,,,,,,,,,,,,,,,,
labeled-data,0054,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_1058.png,334.16135458167315,185.0685454901705,381.1675592711121,241.2916530598916,,,350.751779766181,187.83361635425513,373.7940369668864,186.91192606622695,347.06501861406815,210.87587355496055,372.87234667885815,209.03249297890414,341.5348768858989,209.95418326693232,339.6914963098425,239.44827248383518,263.19120240350065,213.64094441904518,472.41489778590534,315.948566390177,,,443.84249885703076,211.79756384298872,468.72813663379253,229.30967931552482,386.6977009992814,268.94236170073805,441.9991182809743,280.9243354451048,389.4627718633661,317.79194696623347,266.8779635556135,303.044902357782
