scorer,,,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation
individuals,,,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2
bodyparts,,,topleft,topleft,rightdown,rightdown,nose,nose,leftear,leftear,rightear,rightear,leftHip,leftHip,rightHip,rightHip,tailBase,tailBase,tailEnd,tailEnd,topleft,topleft,rightdown,rightdown,nose,nose,leftear,leftear,rightear,rightear,leftHip,leftHip,rightHip,rightHip,tailBase,tailBase,tailEnd,tailEnd
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,88,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_1038.png,342.9986324,101.4716019,394.6765965,242.6536687,375.4971459,105.733702,384.5541087,116.9217148,366.9729457,120.1182899,387.7506838,177.6566417,362.178083,174.9928291,370.1695208,189.9101796,358.9815079,235.1949935,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_104.png,146.4092639,202.69648,405.8646093,320.9697586,,,189.5630277,210.6879177,233.249554,224.0069806,160.7938518,248.5140564,241.2409918,256.5054941,193.8251278,291.1350577,389.3489713,303.3885956,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_185.png,341.4003449,117.4544773,443.1579855,235.727756,371.7678083,126.5114401,360.0470329,138.764978,378.1609585,139.2977405,351.5228327,190.4429421,377.628196,191.5084671,370.1695208,205.3602925,436.2320728,220.8104055,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_318.png,118.1728505,96.67673921,370.1695208,342.8130218,150.1386015,118.5200024,174.1129147,120.1182899,200.218278,133.4373528,171.4491022,269.2917945,234.3150791,259.1693067,244.4375669,302.3230705,348.3262576,326.8301463,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_428.png,216.2011535,173.9273041,343.5313949,240.5226186,,,238.5771792,185.1153169,259.3549174,183.5170294,238.0444167,199.4999049,270.5429302,196.3033298,272.6739803,217.6138304,329.6795695,231.9984184,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_508.png,238.0444167,177.1238792,414.3888096,235.1949935,399.4714592,213.8844928,384.0213462,188.8446545,390.9472589,195.2378047,,,353.1211202,208.5568676,330.7450945,211.7534427,261.4859674,219.7448805,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_570.png,201.8165656,183.5170294,358.4487454,279.4142823,225.2581163,261.8331193,263.084255,230.4001308,244.4375669,219.7448805,333.4089071,229.8673683,,,348.8590201,217.0810679,,,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_599.png,213.0045784,135.0356404,327.0157569,247.4485313,230.052979,148.8874658,241.7737543,157.9444286,256.6911048,156.346141,248.699667,203.2292425,274.8050303,199.4999049,273.2067428,221.343168,312.631169,241.0553811,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_625.png,212.4718159,66.30927578,303.5742062,218.1465929,275.8705554,99.34055179,254.0272922,81.75938875,272.1412177,89.21806398,238.0444167,128.6424902,263.6170175,133.4373528,255.6255797,149.9529908,276.9360804,206.4258176,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_775.png,270.5429302,98.80778927,437.2975978,244.2519562,429.3061601,109.9958021,408.5284219,115.8561898,406.3973719,124.3803901,407.9956594,200.5654299,380.8247711,196.3033298,372.8333333,201.0981924,300.3776311,220.8104055,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_97.png,140.0161137,212.2862053,454.3459983,336.9526341,162.9249019,295.9299203,199.152753,267.1607444,214.0701035,247.9812939,335.0071947,285.27467,,,384.0213462,263.4314068,422.9130099,225.6052682,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_1066.png,110.7141753,101.4716019,234.3150791,288.4712451,142.6799263,123.8476275,157.5972767,125.9786776,174.1129147,139.830503,125.0987632,194.1722797,155.4662267,206.9585801,145.8765014,232.5311809,215.668391,270.8900821,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_421.png,41.45504816,202.1637174,257.7566298,339.6164467,,,72.35527411,239.9898561,,,90.46919967,264.4969319,152.2696516,258.6365442,159.7283268,286.340195,239.6427042,287.9384826,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_946.png,414.9215721,209.6223927,566.7588893,351.8699845,446.3545606,273.5538946,473.5254489,239.4570936,470.8616363,226.6707932,484.7134618,265.5624569,536.3914259,268.2262695,512.4171126,311.3800333,499.0980497,340.6819717,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_96.png,420.7819598,210.6879177,592.8642526,331.6250089,462.8701986,301.790308,506.5567249,257.0382566,463.4029611,261.3003568,568.3571768,261.3003568,,,573.684802,258.1037817,547.5794387,234.6622309,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_170.png,178.3750149,95.61121418,283.3292306,295.3971578,274.2722678,123.314865,238.5771792,114.2579022,249.2324295,136.6339279,195.4234154,161.1410037,235.9133666,177.6566417,213.5373409,197.9016173,260.9532049,286.340195,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_312.png,422.9130099,123.314865,584.8728148,330.0267214,543.8501011,321.5025211,553.9725889,276.7504697,525.7361755,290.0695326,527.3344631,230.4001308,491.106612,255.4399691,490.0410869,217.0810679,469.2633488,137.699453,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_676.png,-0.100428113,164.3375788,167.7197645,308.1834582,11.08758473,181.3859793,5.227197051,216.0155429,27.07046022,185.1153169,86.20709954,279.4142823,87.80538709,210.6879177,122.4349506,248.5140564,157.5972767,241.0553811,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_762.png,163.4576644,104.668177,356.8504578,229.8673683,,,187.9647402,133.4373528,209.2752408,127.0442026,194.3578904,188.311892,233.249554,173.3945416,238.0444167,201.6309549,342.4658699,212.2862053,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_834.png,366.9729457,185.1153169,561.4312641,349.206172,499.6308122,338.5509216,529.4655131,325.2318587,506.0239624,319.9042336,534.2603758,254.9072066,491.6393745,270.3573195,493.7704245,234.6622309,392.5455464,205.8930551,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_846.png,412.2577595,180.3204543,612.5764657,348.1406469,592.3314901,328.4284338,581.1434772,286.8729575,553.4398264,306.0524081,,,504.4256749,301.2575455,506.0239624,270.3573195,451.6821858,196.3033298,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_875.png,389.8817339,198.9671423,551.8415388,348.1406469,427.17511,313.5110834,454.3459983,322.5680461,451.1494232,300.1920205,520.4085504,306.5851707,479.9185991,273.5538946,519.8757878,262.3658818,482.5824117,212.2862053,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_962.png,389.8817339,245.8502438,571.0209894,350.271697,549.7104888,274.6194197,529.4655131,275.6849447,539.0552384,296.9954454,479.9185991,277.2832323,480.9841242,325.7646212,442.0924605,310.3145083,486.3117493,342.2802592,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_1046.png,325.4174694,101.4716019,389.8817339,239.9898561,364.8418956,107.3319895,349.9245451,115.3234273,371.7678083,117.4544773,344.0641575,178.7221667,368.5712332,181.3859793,355.2521703,190.4429421,354.7194078,236.2605185,258.8221548,204.82753,501.7618623,324.6990962,478.8530741,267.1607444,438.8958854,215.4827804,469.7961113,227.2035557,384.5541087,265.5624569,446.8873231,281.5453324,387.2179213,315.1093709,269.4774052,307.1179332
labeled-data,88,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_1273.png,265.215305,151.5512784,372.8333333,248.5140564,333.9416696,168.5996789,317.4260316,164.3375788,337.1382447,178.7221667,281.730943,198.4343798,310.5001189,214.4172553,286.5258057,219.212118,356.3176953,238.3915686,168.2525271,178.7221667,285.4602807,304.4541206,197.0217029,252.243394,238.0444167,225.0725056,199.6855155,221.343168,255.6255797,233.0639434,213.5373409,217.0810679,248.699667,216.5483054,272.1412177,198.9671423
labeled-data,88,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_16.png,208.7424783,185.1153169,421.8474848,266.0952194,236.4461291,256.5054941,262.0187299,219.212118,240.1754668,210.6879177,311.565644,219.7448805,282.7964681,196.3033298,320.6226067,219.7448805,399.4714592,232.5311809,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_177.png,194.3578904,202.69648,409.0611844,356.1320847,358.9815079,347.0751219,379.2264835,259.7020692,338.7365323,265.0296944,327.0157569,229.3346058,257.7566298,242.1209062,265.215305,228.2690807,,,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_19.png,184.7681651,185.1153169,378.693721,267.1607444,209.8080033,251.7106315,240.1754668,216.5483054,219.3977286,209.6223927,292.3861934,222.9414556,278.5343679,202.1637174,302.5086812,226.1380307,359.5142704,231.9984184,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_515.png,171.4491022,184.0497919,411.724997,270.3573195,405.8646093,218.6793555,370.1695208,195.7705672,358.4487454,211.2206802,457.5425734,222.4086931,288.6568557,222.4086931,257.7566298,233.0639434,194.8906529,227.7363182,335.0071947,187.7791295,507.0894875,322.0352836,472.9926864,312.9783208,480.9841242,251.1778689,442.625223,257.0382566,,,407.4628969,233.0639434,401.0697467,236.793281,359.5142704,257.0382566
labeled-data,88,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_63.png,190.6285527,90.81635153,385.0868712,267.693507,220.4632537,108.9302771,260.4204424,116.3889523,228.9874539,104.1354144,236.9788917,218.1465929,279.0671305,212.8189678,286.5258057,225.0725056,368.0384707,229.8673683,,,,,,,,,,,,,,,,,,
labeled-data,88,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_709.png,241.2409918,150.4857534,345.1296825,257.5710191,333.9416696,167.5341539,325.4174694,164.3375788,337.6710073,178.1894042,288.1240932,197.9016173,322.2208943,207.4913426,294.5172434,218.6793555,271.6084552,252.7761565,280.665418,2.377773814,484.1806993,346.0095969,431.9699726,18.89341182,446.3545606,47.12982519,393.078309,60.98165061,437.8303603,231.9984184,379.2264835,212.8189678,358.9815079,238.9243311,304.1069687,274.0866572
labeled-data,88,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_841.png,274.8050303,157.9444286,392.0127839,247.4485313,,,343.5313949,175.5255916,364.8418956,175.5255916,336.0727197,199.4999049,373.3660958,202.1637174,350.4573076,224.0069806,297.7138185,246.3830063,105.9193126,21.5572244,364.8418956,328.4284338,120.3039006,37.54009989,177.8422523,57.252313,159.1955643,46.06430015,178.3750149,236.793281,155.9989892,234.6622309,201.2838031,238.9243311,342.4658699,286.8729575
labeled-data,88,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_961.png,102.7227375,9.836449043,254.0272922,325.2318587,144.2782138,32.74523725,168.2525271,23.68827447,194.8906529,60.4488881,133.090201,115.3234273,171.9818647,152.0840409,150.671364,193.1067547,235.9133666,312.4455583,167.7197645,71.10413842,387.2179213,322.5680461,191.6940778,94.01292663,248.1669045,116.9217148,224.1925913,102.5371269,290.2551433,239.4570936,233.249554,247.4485313,299.8448686,261.3003568,366.4401831,257.5710191
