scorer,,,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation
individuals,,,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2
bodyparts,,,topleft,topleft,rightdown,rightdown,nose,nose,leftear,leftear,rightear,rightear,leftHip,leftHip,rightHip,rightHip,tailBase,tailBase,tailEnd,tailEnd,topleft,topleft,rightdown,rightdown,nose,nose,leftear,leftear,rightear,rightear,leftHip,leftHip,rightHip,rightHip,tailBase,tailBase,tailEnd,tailEnd
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,0101,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_1061.png,290.96350201522614,80.4314823107926,445.01634572324224,227.31907747424987,,,,,,,361.45163457232417,126.10994178235558,389.2169726824899,131.48387819077476,366.82557098074335,154.77093596059115,358.7646663681146,227.3190774742499,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_178.png,268.3034034930586,152.08396775638158,433.9997760859829,235.37998208687864,,,336.3732646663681,162.8318405732199,,,357.86901030004475,203.13636363636365,,,382.94738020600084,218.3625167935513,407.13009404388714,221.94514106583074,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_369.png,239.64240931482306,210.30161218092255,495.80004478280335,313.3020600089566,,,,,475.19995521719653,229.11038961038963,400.8605015673981,237.17129422301838,451.9128974473802,256.87572772055535,391.90394088669944,277.4758172861621,240.5380653828929,298.07590685176893,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_689.png,221.72928795342585,84.90976265114199,346.2254814151365,152.08396775638158,237.85109717868335,144.9187192118227,252.18159426780113,127.00559785042543,237.85109717868335,117.15338110165698,286.2165248544558,109.09247648902823,,,303.23399014778323,112.67510076130765,329.2080161218092,133.27519032691447,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_716.png,207.39879086430807,151.18831168831167,371.3038513210927,247.91916703985672,,,,,355.1820420958352,201.34505150022392,,,301.44267801164347,207.61464397671296,269.1990595611285,216.57120465741156,221.72928795342585,176.26668159426782,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_759.png,282.6339005821764,166.41446484549934,393.69525302283915,233.58866995073893,,,,,,,,,339.9558889386475,195.0754590237349,322.93842364532014,206.7189879086431,322.0427675772503,234.4843260188088,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_1033.png,81.11128526645763,153.8752798925213,203.8161665920286,263.1453201970444,,,,,,,,,,,,,188.59001343484096,257.77138378862514,,,,,,,,,,,,,,,146.4941782355575,191.49283475145546,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_1082.png,105.2939991043439,198.65808329601435,277.2599641737572,263.1453201970444,133.95499328257944,215.6755485893417,164.40729959695472,208.5103000447828,142.91155396327804,200.44939543215406,200.23354231974918,220.153828929691,,,210.08575906851763,240.75391849529782,248.59896999552166,273.8931930138827,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_262.png,407.13009404388714,195.0754590237349,542.3741603224362,277.4758172861621,,,,,,,452.80855351545,225.52776533811019,482.3652037617555,234.4843260188088,449.2259292431706,250.60613524406628,501.1739811912225,281.0584415584416,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_288.png,489.5304523063143,160.1448723690103,599.6961486789073,295.38893864755937,588.0526197939992,171.7884012539185,,,546.8524406627855,175.37102552619794,,,524.4610389610389,234.4843260188088,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_291.png,462.66077026421846,72.37057769816391,609.5483654276757,298.07590685176893,569.2438423645319,80.43148231079266,,,534.3132557098074,110.88378862516794,,,536.104567845947,228.21473354231975,529.8349753694581,263.1453201970444,468.9303627407075,272.10188087774293,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_304.png,479.67823555754586,94.76197939991044,617.6092700403044,321.3629646215853,583.5743394536498,119.84034930586654,,,542.3741603224362,136.85781459919394,587.1569637259292,238.06695029108823,539.6871921182267,241.64957456336768,533.4175996417375,263.1453201970444,488.6347962382445,267.62360053739366,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_575.png,140.22458575906847,191.49283475145546,433.1041200179131,331.2151813703538,,,203.8161665920286,209.40595611285266,239.64240931482306,205.82333184057322,259.3468428123601,283.74540976265115,306.81661442006265,266.7279444693238,322.0427675772503,307.03246753246754,415.1909986565159,295.38893864755937,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_593.png,32.74585759068515,48.18786386027767,187.6943573667711,288.2236901030005,48.86766681594264,59.83139274518584,92.75481415136582,62.51836094939546,,,85.58956560680693,195.0754590237349,,,99.92006269592471,246.12785490371698,172.46820420958346,277.4758172861621,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_645.png,0.5022391401701185,15.94424540976263,135.74630541871915,262.2496641289745,18.415360501567335,47.29220779220782,44.38938647559331,17.735557545902395,,,90.06784594715623,98.34460367218986,,,74.84169278996859,129.69256605463505,76.63300492610833,255.0844155844156,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_750.png,140.22458575906847,184.32758620689657,324.72973578145985,260.45835199283476,295.1730855351545,205.82333184057322,260.2424988804299,192.38849081952532,265.61643528884906,214.77989252127185,200.23354231974918,212.9885803851321,217.25100761307652,239.85826242722794,182.32042095835197,244.33654276757727,185.00738916256154,281.0584415584416,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_772.png,177.84214061800265,110.88378862516794,327.41670398566947,252.39744738020602,260.2424988804299,107.30116435288852,238.7467532467532,119.84034930586654,268.3034034930586,125.21428571428572,232.47716077026416,189.70152261531572,270.09471562919833,195.97111509180476,232.47716077026416,231.7973578145992,175.15517241379308,279.2671294223019,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_798.png,302.3383340797133,209.40595611285266,615.8179579041648,307.03246753246754,597.9048365427675,293.59762651141966,587.1569637259292,247.02351097178683,579.0960591133005,271.20622480967313,524.4610389610389,227.3190774742499,514.6088222122705,266.7279444693238,472.512987012987,264.0409762651142,325.62539184952976,272.99753694581284,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_906.png,374.8864755933721,212.9885803851321,610.4440214957456,323.15427675772503,415.1909986565159,264.9366323331841,465.3477384684281,211.1972682489924,,,526.2523510971787,274.78884908195255,,,518.1914464845499,316.884684281236,595.217868338558,302.5541871921182,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_184.png,164.40729959695472,213.88423645320196,313.98186296462154,102.82288401253919,188.59001343484096,193.28414688759517,218.14666368114638,195.97111509180476,207.39879086430807,169.99708911777878,266.5120913569189,159.24921630094045,239.64240931482306,138.64912673533365,258.45118674429017,127.00559785042543,210.9814151365875,115.36206896551727,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_227.png,216.35535154500667,288.2236901030005,387.4256605463502,139.5447828034035,416.9823107926556,282.8497536945813,415.1909986565159,245.23219883564713,400.8605015673981,270.3105687416032,364.1386027765338,218.3625167935513,350.70376175548586,259.5626959247649,305.02530228392294,238.9626063591581,235.16412897447378,171.7884012539185,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_343.png,413.3996865203762,321.3629646215853,542.3741603224362,184.32758620689657,458.18248992386924,341.96305418719214,452.80855351545,314.1977160770264,472.512987012987,324.04993282579494,473.4086430810568,270.3105687416032,509.2348858038512,299.86721898790864,529.8349753694581,264.9366323331841,519.0871025526199,215.6755485893417,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_512.png,159.92901925660544,108.19682042095837,250.39028213166142,282.8497536945813,246.80765785938195,152.08396775638158,218.14666368114638,131.48387819077476,235.16412897447378,154.77093596059115,177.84214061800265,161.04052843708018,209.19010300044778,187.01455441110613,182.32042095835197,211.1972682489924,214.56403940886696,284.641065830721,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_886.png,374.88647559337215,342.85871025526205,485.052171965965,238.06695029108823,396.3822212270488,303.4498432601881,411.60837438423647,315.98902821316614,418.7736229287953,283.74540976265115,458.18248992386924,334.79780564263325,467.1390506045678,288.2236901030005,479.67823555754586,315.0933721450963,549.539408866995,309.71943573667716,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_911.png,396.3822212270488,341.0673981191223,515.5044782803402,260.45835199283476,408.92140618002685,312.4064039408867,437.5824003582624,321.3629646215853,434.8954321540528,288.2236901030005,476.99126735333624,329.42386923421407,477.88692342140615,289.11934617107033,488.6347962382445,313.3020600089566,547.7480967308554,309.71943573667716,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_1020.png,358.7646663681146,195.0754590237349,504.756605463502,320.46730855351547,,,,,471.6173309449171,225.52776533811019,383.8430362740707,270.3105687416032,449.2259292431706,279.2671294223019,390.11262875055974,313.3020600089566,275.4686520376175,302.5541871921182,58.7198835647111,21.318181818181813,247.7033139274518,264.0409762651142,173.36386027765332,275.6845051500224,,,206.50313479623821,195.0754590237349,139.32892969099862,101.03157187639948,203.8161665920286,134.17084639498432,,,,
labeled-data,0101,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_1052.png,246.80765785938195,234.4843260188088,532.5219435736676,337.4847738468428,,,,,471.6173309449171,227.3190774742499,384.73869234214055,261.3540080609046,450.1215853112405,270.3105687416032,389.2169726824899,309.71943573667716,268.3034034930586,307.03246753246754,313.0862068965517,162.8318405732199,393.69525302283915,219.25817286162115,364.1386027765338,161.04052843708018,350.70376175548586,162.8318405732199,374.8864755933721,169.99708911777878,339.06023287057764,190.59717868338558,366.82557098074335,196.86677115987462,351.5994178235557,209.40595611285266,350.70376175548586,236.27563815494852
labeled-data,0101,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_111.png,288.0078369905956,203.13636363636365,433.1041200179131,237.17129422301838,339.9558889386475,208.5103000447828,347.1211374832064,193.28414688759517,359.66032243618446,187.91021047917602,370.4081952530228,194.17980295566502,390.11262875055974,192.38849081952532,390.11262875055974,215.6755485893417,351.5994178235557,245.23219883564713,,,,,,,,,,,,,,,,,,
labeled-data,0101,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_285.png,176.9464845499328,184.32758620689657,518.1914464845499,322.2586206896552,,,,,470.7216748768472,238.06695029108823,400.8605015673981,245.23219883564713,445.64330497089117,273.8931930138827,370.4081952530228,272.10188087774293,201.12919838781903,238.06695029108823,234.26847290640387,173.57971339005823,392.79959695476936,319.5716524854456,,,,,,,287.1121809225257,227.3190774742499,334.58195253022836,217.46686072548144,330.10367218987903,249.71047917599643,319.3557993730407,326.7369010300045
labeled-data,0101,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_471.png,203.8161665920286,152.08396775638158,433.1041200179131,246.12785490371698,243.22503358710253,242.54523063143753,262.92946708463944,209.40595611285266,246.80765785938195,209.40595611285266,322.0427675772503,200.44939543215406,,,353.3907299596954,206.7189879086431,394.59090909090895,180.7449619346171,114.2505597850425,191.49283475145546,267.40774742498877,296.2845947156292,163.51164352888486,217.46686072548144,201.12919838781903,217.46686072548144,167.09426780116428,198.65808329601435,232.47716077026416,237.17129422301838,,,236.05978504254364,262.2496641289745,277.2599641737572,251.50179131213616
