scorer,,,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation
individuals,,,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2
bodyparts,,,topleft,topleft,rightdown,rightdown,nose,nose,leftear,leftear,rightear,rightear,leftHip,leftHip,rightHip,rightHip,tailBase,tailBase,tailEnd,tailEnd,topleft,topleft,rightdown,rightdown,nose,nose,leftear,leftear,rightear,rightear,leftHip,leftHip,rightHip,rightHip,tailBase,tailBase,tailEnd,tailEnd
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,59,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_112.png,145.4592076,165.8658977,372.3697982,326.2298381,200.3790547,216.9105046,165.9470271,233.7907058,226.0647996,230.9748584,,,,,202.3963661,276.7053477,346.3030507,263.0382324,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_213.png,226.5148048,170.5842171,367.2056976,279.1171916,269.9279946,250.979013,297.2622252,207.5658232,263.4964109,205.9579273,315.7530283,215.6053028,283.5951099,190.6829161,,,353.5385823,200.3302916,,,,,,,,,,,,,,,320.576716,206.7618753,,
labeled-data,59,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_285.png,,,,,,,,,,,396.9517721,249.3711171,469.3070884,250.979013,405.7951996,291.1764109,263.4964109,289.568515,218.4753253,125.5631314,494.2294751,317.7066936,437.953118,218.8210947,419.4623149,211.585563,460.4636608,217.2131987,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_430.png,204.80821,148.0736743,342.2833109,250.979013,248.2213997,185.0552804,232.9463885,193.8987079,264.3003589,189.0750202,232.9463885,209.9776671,271.5358905,200.3302916,269.9279946,212.389511,330.2240915,230.880314,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_521.png,278.7714222,150.4855182,396.9517721,254.1948048,378.460969,181.8394886,363.1859578,189.0750202,390.5201884,189.0750202,358.3622701,204.3500314,395.3438762,208.3697712,374.4412293,210.7816151,308.5174966,241.3316375,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_529.png,272.3398385,154.505258,402.5794078,262.2342844,374.4412293,179.4276447,358.3622701,185.8592284,388.1083445,187.4671243,352.7346344,204.3500314,391.3241364,205.1539794,363.9899058,213.193459,321.380664,246.1553253,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_547.png,300.478017,156.1131539,421.8741588,254.9987528,401.7754598,223.6447824,402.5794078,192.290812,380.8728129,197.9184477,368.0096456,183.4473845,358.3622701,218.8210947,345.4991027,207.5658232,339.0675191,234.9000538,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_622.png,212.0437416,54.01176312,318.1648721,237.3118977,256.2608793,83.7578376,240.1819201,90.99336922,265.9082548,90.99336922,233.7503365,138.4262988,264.3003589,140.0341947,256.2608793,152.897362,283.5951099,219.6250426,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_857.png,138.0805294,172.1921131,354.3425303,332.9817048,163.0029161,267.0579722,175.0621355,282.3329834,175.0621355,226.0566263,240.1819201,303.2356303,249.0253477,229.2724181,291.6345895,267.8619201,342.2833109,291.1764109,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_899.png,163.8068641,154.505258,254.6529834,348.256716,213.6516375,189.8789681,195.9647824,176.2118528,233.7503365,187.4671243,167.0226559,255.8027008,225.7108569,271.077712,194.3568865,293.5882548,204.004262,335.3935487,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_922.png,146.120009,174.6039569,248.2213997,349.8646119,217.6713773,192.290812,205.6121579,184.2513324,236.9661283,197.1144998,175.0621355,267.8619201,232.1424406,274.2935038,191.9450426,287.9606191,198.3766263,335.3935487,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_100.png,355.9504262,193.8987079,582.6637506,332.9817048,404.9912517,287.1566712,456.443921,238.9197936,411.4228354,248.5671691,515.93607,317.7066936,503.8768506,236.5079498,548.8979363,282.3329834,573.0163751,250.1750651,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_1044.png,98.68707941,56.423607,216.8674293,275.0974518,,,,,,,126.02131,159.3289457,163.0029161,163.3486855,152.5515926,177.0158008,193.5529385,267.8619201,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_1067.png,117.9818304,130.3868192,228.9266487,286.3527232,163.0029161,142.4460386,146.120009,148.8776223,176.6700314,150.4855182,130.8449978,218.0171467,158.1792284,225.2526783,145.316061,247.7632212,215.2595334,271.8816599,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_112.png,353.5385823,23.46174069,559.3492598,331.3738089,463.6794527,37.93280395,483.7781516,57.22755496,437.14917,62.05124271,511.1123822,275.0974518,445.1886496,284.7448273,494.2294751,283.1369314,418.658367,288.7645671,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_140.png,124.4134141,185.8592284,237.7700763,338.6093405,163.8068641,212.389511,147.7279049,215.6053028,183.1016151,219.6250426,142.1002692,250.1750651,191.1410947,254.9987528,163.8068641,261.4303365,208.0240018,315.2948497,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_305.png,446.7965455,158.5249978,601.9585016,317.7066936,552.1137281,168.9763212,573.820323,179.4276447,529.6031853,183.4473845,585.0755944,283.9408793,528.7992373,287.1566712,525.5834455,273.4895559,485.3860476,271.8816599,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_340.png,347.1069987,185.0552804,507.8965904,337.0014446,485.3860476,264.6461283,471.7189323,223.6447824,483.7781516,233.2921579,412.2267833,242.9395334,452.4241812,270.273764,417.854419,266.2540242,435.5412741,325.7461732,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_363.png,175.8660834,159.3289457,445.1886496,306.4514222,222.4950651,250.979013,242.593764,222.0368865,252.2411395,220.4289906,314.9490803,238.1158457,293.2424854,202.7421355,342.2833109,223.6447824,426.6978466,249.3711171,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_776.png,172.6502916,119.1315478,288.4187977,300.0198385,227.3187528,140.8381427,216.0634814,148.0736743,251.4371916,140.8381427,211.2397936,221.2329385,250.6332436,250.1750651,216.8674293,241.3316375,197.5726783,282.3329834,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_90.png,425.0899507,207.5658232,591.5071781,325.7461732,487.7978914,312.0790579,512.7202782,243.7434814,476.54262,244.5474293,562.5650516,292.7843069,544.0742485,226.8605742,560.9571557,230.880314,582.6637506,254.9987528,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_156.png,186.3174069,140.0341947,432.3254823,303.2356303,220.8871691,179.4276447,215.2595334,193.8987079,239.3779722,168.9763212,271.5358905,248.5671691,293.2424854,212.389511,297.2622252,237.3118977,409.0109915,271.077712,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_196.png,128.4331539,67.67887842,291.6345895,223.6447824,144.5121131,99.03284881,163.8068641,120.7394437,181.4937192,93.4052131,244.2016599,175.4079049,240.1819201,136.8184029,255.4569314,144.8578825,213.6516375,117.5236519,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_209.png,96.27523553,17.03015702,291.6345895,205.9579273,143.7081651,40.34464782,146.9239569,71.69861821,179.8858232,50.79597129,204.80821,164.9565814,210.4358457,131.1907672,218.4753253,144.0539345,247.4174518,115.9157559,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_325.png,415.4425751,183.4473845,628.4887842,351.4725079,609.9979812,324.1382773,597.1348138,282.3329834,564.9768955,304.0395783,534.426873,298.4119426,500.6610588,317.7066936,522.3676537,290.372463,499.8571108,205.1539794,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_535.png,175.0621355,84.56178555,347.9109466,232.48821,192.7489906,138.4262988,184.709511,143.2499865,194.3568865,122.3473396,233.7503365,158.5249978,253.8490354,124.7591835,269.1240467,148.8776223,321.380664,228.4684702,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_628.png,4.625168237,181.8394886,243.397712,346.6488201,23.11597129,288.7645671,37.58703454,300.0198385,27.93965904,254.9987528,142.9042171,304.8435262,126.825258,253.3908569,151.7476447,267.8619201,220.8871691,243.7434814,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_637.png,3.017272319,175.4079049,243.397712,349.8646119,27.13571108,220.4289906,19.90017945,243.7434814,47.23441005,205.1539794,134.8647376,306.4514222,132.4528937,254.9987528,151.7476447,271.8816599,223.299013,246.9592732,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_714.png,105.922611,197.1144998,344.6951548,343.4330283,317.3609242,317.7066936,292.4385375,287.1566712,278.7714222,315.2948497,238.5740242,253.3908569,210.4358457,287.1566712,202.3963661,263.8421803,130.8449978,246.1553253,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_739.png,162.1989681,119.1315478,379.264917,286.3527232,192.7489906,192.290812,211.2397936,185.8592284,205.6121579,157.7210498,268.3200987,204.3500314,277.9674742,160.9368416,296.4582773,196.3105518,363.1859578,277.5092956,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_772.png,178.2779273,82.95388964,311.7332885,233.2921579,273.9477344,115.9157559,236.9661283,116.7197039,248.2213997,137.6223508,195.9647824,167.3684253,224.9069089,181.8394886,208.8279498,193.8987079,298.0661732,216.4092508,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_889.png,359.166218,234.0961059,576.2321669,340.2172364,390.5201884,312.8830058,426.6978466,320.9224854,419.4623149,287.9606191,463.6794527,337.0014446,464.4834006,283.1369314,482.9742037,310.471162,549.7018843,281.5290354,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_904.png,379.264917,232.48821,572.2124271,334.5896007,412.2267833,318.5106415,441.1689098,321.7264334,442.7768057,285.5487752,474.1307761,334.5896007,474.9347241,285.5487752,492.6215792,312.0790579,550.5058322,283.9408793,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_986.png,301.281965,123.9552355,523.9755496,316.9027456,324.5964558,167.3684253,333.4398834,178.6236967,354.3425303,152.0934141,396.1478241,234.0961059,419.4623149,197.1144998,429.9136384,226.0566263,496.641319,300.8237865,,,,,,,,,,,,,,,,,,
labeled-data,59,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_1236.png,297.2622252,62.05124271,403.3833558,230.880314,328.6161956,68.48282638,347.9109466,76.52230597,326.2043517,86.16968147,343.0872589,146.4657784,369.6175415,140.0341947,356.7543742,151.2894661,373.6372813,225.2526783,252.2411395,166.5644773,385.6965007,246.1553253,288.4187977,182.6434365,,,308.5174966,181.8394886,272.3398385,218.0171467,318.1648721,213.9974069,302.085913,223.6447824,370.4214895,231.684262
