csv_index,file_name,mouse1_topleft_x,mouse1_topleft_y,mouse1_rightdown_x,mouse1_rightdown_y,mouse1_nose_x,mouse1_nose_y,mouse1_leftear_x,mouse1_leftear_y,mouse1_rightear_x,mouse1_rightear_y,mouse1_leftHip_x,mouse1_leftHip_y,mouse1_rightHip_x,mouse1_rightHip_y,mouse1_tailBase_x,mouse1_tailBase_y,mouse1_tailEnd_x,mouse1_tailEnd_y,mouse2_topleft_x,mouse2_topleft_y,mouse2_rightdown_x,mouse2_rightdown_y,mouse2_nose_x,mouse2_nose_y,mouse2_leftear_x,mouse2_leftear_y,mouse2_rightear_x,mouse2_rightear_y,mouse2_leftHip_x,mouse2_leftHip_y,mouse2_rightHip_x,mouse2_rightHip_y,mouse2_tailBase_x,mouse2_tailBase_y,mouse2_tailEnd_x,mouse2_tailEnd_y
107.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_100.png,163.8587103,190.5971787,456.7382445,306.1368115,160.276086,242.5452306,168.3369906,229.1103896,,,203.1892073,307.0324675,276.6330049,272.9975369,,,,,,,,,,,,,,,,,,,,,,
107.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_268.png,290.1462159,63.41401702,521.2254814,330.3195253,381.5031348,52.6661442,423.5429915,69.68360949,378.7601881,89.38804299,505.1036722,210.3016122,436.1381549,234.484326,434.3468428,264.0409763,309.8506494,294.4932826,,,,,,,,,,,,,,,,,,
107.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_305.png,141.4673086,66.10098522,367.1726377,321.3629646,168.3369906,89.38804299,179.924541,96.55329154,194.2550381,95.65763547,156.6934617,233.58867,,,215.8067622,255.0844156,348.3638603,302.5541872,,,,,,,,,,,,,,,,,,
107.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_315.png,111.0150022,28.48343036,310.7463054,333.0064935,116.3889386,35.64867891,164.7543663,51.77048813,,,141.4673086,242.5452306,,,190.7283923,247.919167,298.2071205,317.7803403,,,,,,,,,,,,,,,,,,
107.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_478.png,251.6330049,83.11845052,334.0333632,235.3799821,,,301.7897447,87.59673086,319.7028661,96.55329154,270.4417824,136.8578146,300.8940887,143.1274071,281.1896552,167.3101209,253.4243171,228.2147335,,,,,,,,,,,,,,,,,,
107.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_623.png,226.554635,75.95320197,308.0593372,235.3799821,,,253.4243171,78.64017017,272.2330945,88.49238692,232.8242275,132.3795343,263.2765338,132.3795343,256.1112853,154.770936,282.0853112,217.4668607,,,,,,,,,,,,,,,,,,
107.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_869.png,123.5541872,155.666592,250.7373489,299.867219,,,,,239.09382,214.7798925,162.0673981,240.7539185,237.3025078,241.6495746,206.8502015,281.9540976,124.4498433,270.3105687,,,,,,,,,,,,,,,,,,
107.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_880.png,126.2411554,177.1623377,249.8416928,328.5282132,,,197.8936408,179.8493059,231.9285714,185.2232423,166.5456785,246.1278549,229.2416032,248.8148231,194.3110166,294.4932826,202.3719212,335.6934617,,,,,,,,,,,,,,,,,,
107.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_105.png,336.7203314,158.3535602,565.1126288,330.3195253,360.9030452,192.3884908,422.7033139,180.7449619,,,497.9384236,281.9540976,441.5120914,296.2845947,516.7472011,287.328034,556.1560681,274.7888491,,,,,,,,,,,,,,,,,,
107.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_1089.png,111.0150022,143.1274071,196.1023287,269.4149127,128.9281236,181.640618,129.8237797,161.9361845,160.276086,166.4144648,136.0933721,228.2147335,173.710927,225.5277653,,,,,,,,,,,,,,,,,,,,,,
