csv_index,file_name,mouse1_topleft_x,mouse1_topleft_y,mouse1_rightdown_x,mouse1_rightdown_y,mouse1_nose_x,mouse1_nose_y,mouse1_leftear_x,mouse1_leftear_y,mouse1_rightear_x,mouse1_rightear_y,mouse1_leftHip_x,mouse1_leftHip_y,mouse1_rightHip_x,mouse1_rightHip_y,mouse1_tailBase_x,mouse1_tailBase_y,mouse1_tailEnd_x,mouse1_tailEnd_y,mouse2_topleft_x,mouse2_topleft_y,mouse2_rightdown_x,mouse2_rightdown_y,mouse2_nose_x,mouse2_nose_y,mouse2_leftear_x,mouse2_leftear_y,mouse2_rightear_x,mouse2_rightear_y,mouse2_leftHip_x,mouse2_leftHip_y,mouse2_rightHip_x,mouse2_rightHip_y,mouse2_tailBase_x,mouse2_tailBase_y,mouse2_tailEnd_x,mouse2_tailEnd_y
83.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_1006.png,232.53749780526962,58.412967293858856,332.7094980057807,223.53164807783554,302.98813546466477,82.63037380884151,288.67784979672007,87.0335386297476,308.49209149079735,93.63828586110668,273.26677292354884,134.36756045448783,295.2825970280792,140.97230768584689,280.9723113601344,158.58496696947117,290.87943220717307,213.62452723079696,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_465.png,205.01771819950486,187.20553830536073,360.2292781364436,264.2609226712166,,,,,,,233.63828953539428,219.12848325692966,261.15806966605714,210.3221536151175,255.65411363992462,233.4387689248743,345.9189924684989,262.0593402607636,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_582.png,211.62246543086394,71.62246175657654,293.0810146176261,202.6166151785318,,,254.5533224346981,82.6303738088416,274.36756412877537,90.33591224542718,245.74699279288595,129.9643956335818,265.56123448696326,133.26676924926133,254.5533224346981,145.37547250675303,265.56123448696326,200.4150327680788,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_629.png,214.50195106157378,73.45659216437369,289.172025557432,205.70359157270093,,,247.7886107765949,78.85442887491766,258.58428419768285,77.95478942316032,246.8889713248376,134.632074883872,262.18284200471214,136.43135378738666,255.88536584241086,147.2270272084746,262.18284200471214,204.80395212094362,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_632.png,207.3048354475151,86.95118394073364,313.4622907548798,176.91512911646646,230.69546119320563,122.03712255926945,231.59510064496294,100.44577571709357,229.79582174144832,93.24866010303495,261.2832025529548,115.73964639696814,277.4767126845867,111.24144913818151,272.0788759740427,123.8364014627841,283.77418884688797,179.61404747173844,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_640.png,204.60591709224312,82.45298668194701,306.2651751408212,185.91152363403972,221.69906667563237,116.63928584872548,231.59510064496294,97.74685736182158,236.9929373555069,90.54974174776297,263.98212090822676,117.53892530048282,279.27599158810136,113.04072804169616,274.7777943293147,125.63568036629877,292.7705833644613,176.91512911646646,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_644.png,327.8565219829971,126.53531981805608,406.1251542858846,232.69277512542084,374.63777347437815,132.8327959803574,361.1431816980182,147.22702720847465,378.23633128140744,148.12666666023196,359.34390279450355,205.703591572701,379.13597073316475,203.004673217429,368.3402973120768,212.90070718675958,353.04642663220227,239.88989073947943,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_136.png,119.14016917529696,194.90791815161305,236.9929373555069,317.2588835906097,,,,,,,152.4268288903181,253.38448251583935,185.71348860533922,247.98664580529538,168.62033902195,258.7823192263833,210.00375380278706,318.158523042367,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_150.png,88.55242781554779,184.1122447305251,259.48392364944016,283.0725844238312,238.7922162590216,245.2877274500234,219.8997877721177,229.0942173183915,248.68825022835222,224.59602005960488,183.01457025006724,243.48844854650872,190.21168586412588,220.99746225257553,166.82106011843535,236.29133293245013,112.84269301299565,252.48484306408204,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_162.png,116.44125082002498,176.01548966470912,263.98212090822676,284.87186332734586,127.23692424111292,204.80395212094362,160.52358395613405,194.00827869985568,166.82106011843535,183.21260527876774,218.10050886860301,254.28412196759666,234.29401900023493,242.5888090947514,232.4947400967203,258.7823192263833,221.69906667563237,276.7751082615299,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_436.png,51.667210293497355,83.35262613370432,202.80663818872844,318.158523042367,,,82.25495165324651,99.54613626533623,111.043414109481,97.74685736182158,83.15459110500382,234.49205402893546,117.34089027178229,227.2949384148768,110.14377465772367,241.6891696429941,184.81384915358188,314.5599652353377,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_447.png,29.17622399956415,51.865245322197836,171.319257377222,292.9686183931618,,,57.96468645579865,64.46019764680042,73.25855713567324,50.065966418683175,83.15459110500382,142.728829949688,107.44485630245168,140.92955104617332,101.1473801401504,158.02270062956256,148.82827108328877,280.3736660685592,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_625.png,-3.210796263699663,20.37786451069134,126.33728478935558,245.2877274500234,-0.5118779084276781,105.84361242763751,0.3877615433296526,53.66452422571248,-0.5118779084276781,41.96921135286722,78.65639384621718,90.54974174776294,95.74954342960643,77.95478942316035,91.25134617081977,99.54613626533623,102.04701959190771,237.19097238420744,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_841.png,433.11433783860446,212.90070718675963,588.7519629926222,326.25527810818295,550.9671060188144,300.16573400722046,529.3757591766386,252.48484306408204,571.658813409233,245.28772745002345,498.78801781688935,274.97582935801523,505.98513343094805,248.88628525705275,487.9923443958014,262.3808770334127,464.6017186501109,275.8754688097726,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_200.png,100.24774068839307,51.865245322197836,251.3871685836242,179.61404747173844,120.93944807881161,63.560558195043114,147.92863163153146,86.95118394073364,159.6239445043767,60.86163983977113,204.60591709224312,153.52450337077593,210.90339325454443,131.0335170768427,215.40159051333103,140.029911594416,227.99654283793365,114.84000694521083,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_251.png,335.953277048813,222.7967411560902,556.3649427293584,328.0545570116976,532.9743169836679,242.58880909475147,519.479725207308,246.18736690178076,541.9707115012411,260.581598129898,465.5013581018683,292.9686183931618,478.09631042647084,317.2588835906097,455.60532413253765,310.9614074283084,348.5482293734156,275.8754688097726,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_302.png,411.5229909964286,124.73604091454143,544.6696298565131,233.59241457717815,440.3114534526631,222.7967411560902,432.21469838684715,185.01188418228242,461.0031608430816,192.20899979634106,468.20027645714026,134.63207488387206,488.8919838475588,155.3237822742906,493.3901811063454,140.92955104617334,529.3757591766386,216.49926499378893,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_368.png,377.33669182965014,132.8327959803574,559.9635005363878,310.9614074283084,529.3757591766386,183.2126052787678,517.6804463037932,153.52450337077596,521.2790041108226,176.9151291164665,441.2110929044204,173.31657130943717,455.60532413253765,192.20899979634106,436.71289564563375,200.30575486215702,412.4226304481859,303.76429181424976,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_485.png,21.079468933748196,105.84361242763754,233.39437954847762,281.2733055203165,61.56324426282796,123.8364014627841,53.466489197012,137.33099323914402,80.45567274973183,119.33820420399746,111.043414109481,226.3952989631195,140.73151601747284,203.9043126691863,147.92863163153146,228.19457786663418,229.79582174144832,265.0797953886846,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_556.png,156.92502614910472,17.678946155419368,332.3547192417837,209.30214937973028,217.2008694168457,23.076782865963338,193.81024367115518,51.86524532219785,223.49834557914699,59.96200038801379,218.10050886860301,139.13027214265867,245.08969242132287,133.7324354321147,231.59510064496294,148.12666666023196,295.4695017197333,195.80755760337036,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_601.png,227.09690338617634,203.004673217429,440.3114534526631,324.4559992046683,248.68825022835222,229.99385677014885,252.2868080353815,263.28051648517,273.8781548775574,245.2877274500234,316.1612091101518,319.0581624941243,327.8565219829971,292.06897894140445,346.74895046990093,307.36284962127905,419.61974606224453,239.88989073947943,,,,,,,,,,,,,,,,,,
83.0,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_730.png,225.29762448266166,140.029911594416,424.1179433210312,346.04734604684415,288.2723861056746,169.71801350240784,280.1756310398587,176.91512911646646,305.36553568906385,164.32017679186387,325.1576036277251,244.3880879982661,348.5482293734156,236.29133293245013,340.45147430759965,259.6819586781407,275.677433781072,335.2516726257562,,,,,,,,,,,,,,,,,,
83.0,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_1041.png,139.8318765657155,177.8147685682238,313.4622907548798,288.47042113437516,170.41961792546465,283.9722238755885,189.31204641236855,235.39169348069277,219.00014832036038,247.98664580529538,244.19005296956556,217.39890444554624,264.8817603599841,246.18736690178076,270.2795970705281,236.29133293245013,315.2615696583945,229.0942173183915,221.69906667563237,158.02270062956256,450.2074874219937,318.158523042367,369.2399367638342,203.004673217429,353.04642663220227,216.49926499378893,386.3330863472234,212.00106773500227,338.652195404085,265.07979538868466,380.93524963667943,282.1729449720739,356.64498443923156,283.9722238755885,254.0860869388962,324.4559992046683
83.0,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_1113.png,254.0860869388962,163.42053734010653,400.72731757534063,277.6747477132872,372.8384945708635,212.90070718675958,345.8493110181436,194.00827869985568,361.1431816980182,204.80395212094362,294.5698622679759,214.69998609027425,322.4586852724531,228.19457786663418,298.16842007500526,230.89349622190616,326.0572430794824,280.3736660685592,305.36553568906385,140.92955104617334,453.80604522902297,260.581598129898,336.85291650057036,182.31296582701043,355.74534498747425,188.61044198931177,361.1431816980182,180.51368692349578,387.2327257989807,220.09782280081822,402.5265964788553,214.69998609027425,394.42984141303936,211.10142828324496,425.9172222245458,205.703591572701
83.0,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_258.png,248.68825022835222,157.12306117780525,400.72731757534063,282.1729449720739,362.04282114977553,188.61044198931177,344.9496715663863,190.40972089282639,362.04282114977553,199.40611541039965,305.36553568906385,219.1981833490609,318.8601274654238,229.99385677014885,308.9640934960932,229.99385677014885,294.5698622679759,277.6747477132872,303.56625678554923,149.92594556374664,445.709290163207,254.28412196759672,,,,,,,380.0356101849221,204.80395212094362,384.5338074437087,194.90791815161305,391.73092305776737,203.9043126691863,421.4190249657592,215.59962554203156
