csv_index,file_name,mouse1_topleft_x,mouse1_topleft_y,mouse1_rightdown_x,mouse1_rightdown_y,mouse1_nose_x,mouse1_nose_y,mouse1_leftear_x,mouse1_leftear_y,mouse1_rightear_x,mouse1_rightear_y,mouse1_leftHip_x,mouse1_leftHip_y,mouse1_rightHip_x,mouse1_rightHip_y,mouse1_tailBase_x,mouse1_tailBase_y,mouse1_tailEnd_x,mouse1_tailEnd_y,mouse2_topleft_x,mouse2_topleft_y,mouse2_rightdown_x,mouse2_rightdown_y,mouse2_nose_x,mouse2_nose_y,mouse2_leftear_x,mouse2_leftear_y,mouse2_rightear_x,mouse2_rightear_y,mouse2_leftHip_x,mouse2_leftHip_y,mouse2_rightHip_x,mouse2_rightHip_y,mouse2_tailBase_x,mouse2_tailBase_y,mouse2_tailEnd_x,mouse2_tailEnd_y
75.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_292.png,242.8392793,188.8446545,474.590974,347.0751219,250.8307171,198.4343798,305.1724938,200.5654299,,,344.0641575,267.1607444,370.1695208,209.0896302,412.2577595,263.9641693,413.3232846,339.0836841,,,,,,,,,,,,,,,,,,
75.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_396.png,315.8277441,148.8874658,423.4457724,245.3174813,324.3519443,171.796254,345.662445,152.0840409,357.3832204,149.4202283,349.9245451,197.9016173,381.3575336,186.180842,379.2264835,217.6138304,412.7905221,238.9243311,,,,,,,,,,,,,,,,,,
75.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_454.png,242.3065168,83.89043882,316.8932691,239.9898561,,,271.0756927,89.7508265,297.7138185,92.41463908,269.4774052,145.6908907,300.3776311,142.4943156,283.3292306,178.7221667,262.5514924,229.8673683,,,,,,,,,,,,,,,,,,
75.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_554.png,326.4829944,168.0669164,445.2890356,252.7761565,428.240635,235.727756,411.1922345,213.8844928,427.7078725,206.4258176,371.7678083,219.212118,398.4059341,190.4429421,363.7763706,211.2206802,339.8020573,213.3517303,,,,,,,,,,,,,,,,,,
75.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_856.png,141.6144012,205.8930551,361.6453205,330.0267214,,,167.187002,219.7448805,,,199.6855155,296.9954454,246.0358544,224.0069806,294.5172434,266.0952194,340.3348198,291.6678202,,,,,,,,,,,,,,,,,,
75.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_982.png,309.9673564,162.7392912,422.3802474,239.9898561,,,,,,,351.5228327,202.69648,392.5455464,203.2292425,374.4316209,213.3517303,325.4174694,229.3346058,,,,,,,,,,,,,,,,,,
75.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_1059.png,104.3210251,70.57137591,229.5202164,290.0695326,,,,,,,132.0246759,156.8789036,163.9904269,170.1979665,149.0730765,202.69648,202.8820906,261.8331193,,,,,,,,,,,,,,,,,,
75.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_144.png,126.5775417,186.4543009,253.7307233,313.1184318,246.3949628,233.8922187,214.6066674,215.7973428,,,178.9059664,254.432348,178.4169157,203.5710754,144.6724175,242.6951312,176.4607129,307.7388741,,,,,,,,,,,,,,,,,,
75.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_151.png,112.263936,171.3811529,265.46794,295.0235559,215.5847688,237.8046242,206.2928055,214.3301907,246.8840135,214.3301907,184.2855241,219.2206977,226.8329348,208.4615824,170.5921045,232.4250666,117.2855784,242.6951312,,,,,,,,,,,,,,,,,,
75.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_281.png,434.6794816,194.2791121,586.2851981,300.8921643,564.7669673,229.9798131,511.4604412,222.1550019,533.9567734,212.8630386,457.6648644,220.6878498,,,449.8400533,262.2571592,,,,,,,,,,,,,,,,,,,,
75.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_505.png,112.8841222,184.4980981,302.1467424,300.4031136,,,128.0446938,221.6659512,,,174.0154594,238.7827256,190.6431832,202.1039233,229.767239,230.4688638,283.0737651,288.1768462,,,,,,,,,,,,,,,,,,
75.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_660.png,12.67244083,13.58440396,125.1103896,280.352035,28.27835136,33.87048307,78.16152258,0.615035592,,,60.06664674,72.50548824,104.5702603,50.00915612,70.33671141,141.4616367,75.71626909,270.571021,,,,,,,,,,,,,,,,,,
