csv_index,file_name,mouse1_topleft_x,mouse1_topleft_y,mouse1_rightdown_x,mouse1_rightdown_y,mouse1_nose_x,mouse1_nose_y,mouse1_leftear_x,mouse1_leftear_y,mouse1_rightear_x,mouse1_rightear_y,mouse1_leftHip_x,mouse1_leftHip_y,mouse1_rightHip_x,mouse1_rightHip_y,mouse1_tailBase_x,mouse1_tailBase_y,mouse1_tailEnd_x,mouse1_tailEnd_y,mouse2_topleft_x,mouse2_topleft_y,mouse2_rightdown_x,mouse2_rightdown_y,mouse2_nose_x,mouse2_nose_y,mouse2_leftear_x,mouse2_leftear_y,mouse2_rightear_x,mouse2_rightear_y,mouse2_leftHip_x,mouse2_leftHip_y,mouse2_rightHip_x,mouse2_rightHip_y,mouse2_tailBase_x,mouse2_tailBase_y,mouse2_tailEnd_x,mouse2_tailEnd_y
76.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_1087.png,320.0898442145321,164.87034130098704,402.1352717326674,228.2690807468189,389.88173385658223,214.9500178380307,,,384.55410869306695,197.9016173147818,,,354.7194077773814,197.36885479843028,331.8106195742657,210.68791770721847,381.89029611130934,227.20355571411585,,,,,,,,,,,,,,,,,,
76.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_1094.png,338.909176618479,166.57127592708986,405.28252671275936,227.31294783155246,371.82391038799653,214.1537205279422,386.75837574288454,186.04178574227058,359.5249389192652,186.6692842865936,395.7943547811361,200.9762510971586,352.8734543494411,200.850751388294,,,,,,,,,,,,,,,,,,,,,,
76.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_618.png,200.53079824010058,71.2350094280327,295.8670647391578,216.04959145191702,,,234.4750427077903,94.55760305287617,,,238.87433928192212,130.24078637638976,,,258.58970541043874,152.0743323368958,283.0302419333933,206.1693865077018,,,,,,,,,,,,,264.45543417594786,130.4037232865428,,,,
76.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_672.png,231.90729101194222,61.58070395977373,301.09648020113144,203.5794468887492,,,258.56487391041594,68.20308961405087,282.40307989845917,71.66979147026868,250.84648015460078,110.47128945819196,282.55531317242554,110.34419015981774,271.191420890421,136.38644330607815,282.08181766067537,195.7312141121019,,,,,,,,,,,,,,,,,,
76.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_674.png,223.05751099937157,70.02822124450029,302.3032683846638,202.37265870521685,,,246.7910119421748,80.88931489629164,264.8245539196604,78.52998843727576,255.89067633946814,115.7970206289349,286.393486934696,112.09584277428382,274.14487743557515,137.20609679446886,283.39692017599,199.55681961030797,,,,,,,,,,,,,,,,,,
76.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_697.png,230.70050282840987,128.75857950974228,313.9688874921434,230.12878692646134,269.3177247014457,221.68126964173476,282.59239472030174,193.92514142049026,258.85889377749845,193.120615964802,292.64896291640486,186.68441231929603,262.07699560025145,181.85725958516656,,,294.66027655562544,143.24003771213074,,,,,,,,,,,,,,,,,,
76.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_918.png,149.44343180389694,145.25135135135133,268.91546197360157,345.5781898177247,,,196.91043368950352,181.85725958516656,229.49371464487746,188.69572595851665,167.94751728472664,230.12878692646134,231.10276555625398,249.83966059082337,194.49685732243876,290.06593337523566,201.33532369578887,337.1306725329981,,,,,,,,,,,,,,,,,,
76.0,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_950.png,124.10087994971718,196.74098051539912,268.11093651791333,334.71709616593336,253.22721558768075,289.2614079195474,233.11407919547457,228.51973601508485,185.64707730986805,236.96725329981143,,,165.53394091766188,257.08038969201755,,,,,,,,,,,,,,,,,,,,,,
76.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_107.png,355.4019484600881,94.96851037083599,568.1989314896292,336.3261470773098,412.5232558139536,120.31106222501569,441.88843494657453,142.0332495285984,401.25989943431813,148.0671904462602,502.227844123193,265.52790697674413,436.659019484601,270.7573224387178,,,548.0857950974232,286.0433060967945,,,,,,,,,,,,,,,,,,
76.0,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_118.png,332.87523570081714,167.37580138277815,569.4057196731617,345.5781898177247,402.4666876178505,314.6039597737272,445.5087994971717,239.38082966687617,422.9820867379008,233.34688874921432,528.3749214330611,267.5392206159648,,,,,,,,,,,,,,,,,,,,,,,,
